index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
21331,0.33,Very Good,I,VS2,62.6,58.0,4.34,4.42,2.74,2022
21332,0.33,Ideal,I,VS2,62.4,56.0,4.39,4.43,2.75,2022
21333,0.27,Ideal,H,VS1,61.2,54.0,4.2,4.23,2.58,2022
21334,0.27,Ideal,H,VS1,62.3,56.0,4.15,4.17,2.59,2022
21335,0.31,Ideal,H,SI1,61.1,57.0,4.38,4.42,2.69,2022
21336,0.31,Ideal,H,SI1,61.5,55.0,4.39,4.42,2.71,2022
21337,0.31,Ideal,H,SI1,61.3,56.0,4.36,4.39,2.68,2022
21338,0.31,Ideal,H,SI1,61.8,54.0,4.34,4.36,2.69,2022
21339,0.31,Ideal,H,SI1,62.4,55.0,4.31,4.35,2.7,2022
21340,0.31,Ideal,H,SI1,62.1,54.0,4.37,4.39,2.72,2022
21341,0.31,Ideal,H,SI1,61.1,56.0,4.35,4.39,2.67,2022
21342,0.23,Very Good,F,VVS2,60.4,61.0,3.92,3.96,2.38,2022
21343,0.23,Very Good,F,VVS2,61.3,60.0,3.98,4.01,2.45,2022
21344,0.23,Very Good,E,VVS2,62.7,59.0,3.93,3.95,2.47,2022
21345,0.23,Very Good,E,VVS2,58.0,60.0,4.04,4.07,2.35,2022
21346,0.23,Very Good,E,VVS2,60.2,57.0,3.99,4.05,2.42,2022
21347,0.23,Very Good,E,VVS2,61.1,58.0,3.95,4.01,2.43,2022
21348,0.23,Very Good,F,VVS1,60.1,57.0,4.0,4.02,2.41,2022
21349,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45,2022
21350,0.3,Ideal,H,SI1,61.7,56.0,4.33,4.35,2.68,2022
21351,0.41,Very Good,I,VVS1,63.5,58.0,4.7,4.75,3.0,2022
21352,0.4,Very Good,D,VS2,63.3,58.0,4.63,4.66,2.94,2022
21353,0.35,Very Good,D,VS1,59.9,56.0,4.61,4.64,2.77,2022
21354,0.34,Ideal,F,VVS2,62.0,54.2,4.47,4.49,2.78,2022
21355,0.32,Ideal,E,VS2,61.1,56.0,4.46,4.48,2.73,2022
21356,0.27,Ideal,E,VVS1,61.7,57.0,4.16,4.14,2.56,2022
21357,0.31,Ideal,H,VVS1,61.6,57.0,4.35,4.32,2.67,2022
21358,0.41,Very Good,H,VVS2,63.1,58.0,4.71,4.74,2.98,2022
21359,0.41,Very Good,I,VVS1,63.1,58.0,4.68,4.74,2.97,2022
21360,0.38,Very Good,D,VS2,61.0,58.0,4.7,4.75,2.88,2022
21361,0.4,Very Good,F,VS1,61.2,58.0,4.74,4.86,2.94,2022
21362,0.39,Good,F,VS1,62.8,61.0,4.63,4.67,2.92,2022
21363,0.42,Premium,H,VS1,61.2,60.0,4.77,4.84,2.94,2022
21364,0.42,Premium,G,VS2,60.6,59.0,4.78,4.85,2.92,2022
21365,0.42,Ideal,G,VS2,62.2,56.0,4.8,4.82,2.99,2022
21366,0.42,Ideal,G,VS2,60.8,57.0,4.82,4.85,2.94,2022
21367,0.42,Premium,H,VS1,61.6,58.0,4.79,4.82,2.96,2022
21368,0.42,Ideal,G,VS2,62.4,54.0,4.78,4.83,3.0,2022
21369,0.42,Premium,G,VS2,62.0,58.0,4.77,4.81,2.97,2022
21370,0.42,Ideal,H,VS1,61.4,56.0,4.82,4.85,2.97,2022
21371,0.42,Premium,G,VS2,61.9,58.0,4.77,4.82,2.97,2022
21372,0.42,Premium,G,VS2,60.6,58.0,4.83,4.88,2.94,2022
21373,0.42,Ideal,G,VS2,61.6,56.0,4.82,4.83,2.97,2022
21374,0.42,Ideal,G,VS2,62.2,54.0,4.8,4.82,2.99,2022
21375,0.42,Very Good,G,VS2,60.1,61.0,4.79,4.86,2.9,2022
21376,0.42,Very Good,G,VS2,62.6,57.0,4.76,4.8,2.99,2022
21377,0.42,Ideal,G,VS2,61.2,56.0,4.8,4.84,2.95,2022
21378,0.42,Ideal,G,VS2,61.8,56.0,4.81,4.84,2.98,2022
21379,0.3,Ideal,D,VS1,62.0,54.0,4.34,4.3,2.68,2022
21380,0.3,Premium,D,VS1,59.4,60.0,4.38,4.34,2.59,2022
21381,0.33,Very Good,E,VVS1,61.6,53.0,4.46,4.5,2.76,2022
21382,0.43,Ideal,F,VS2,61.4,54.0,4.9,4.93,3.02,2022
21383,0.3,Premium,D,VS1,60.7,58.0,4.36,4.34,2.64,2022
21384,0.3,Premium,D,VS1,59.7,58.0,4.39,4.32,2.6,2022
21385,0.41,Ideal,E,VS2,62.2,56.0,4.75,4.8,2.97,2022
21386,0.39,Ideal,I,VVS2,60.8,56.0,4.74,4.76,2.89,2022
21387,0.35,Ideal,E,VVS2,61.0,57.0,4.54,4.58,2.78,2022
21388,0.35,Ideal,E,VVS2,62.6,53.0,4.52,4.55,2.84,2022
21389,0.35,Ideal,G,VVS1,61.7,55.0,4.54,4.57,2.81,2022
21390,0.31,Good,G,VVS1,57.5,62.0,4.47,4.54,2.59,2022
21391,0.44,Premium,D,SI1,61.9,59.0,4.86,4.9,3.02,2022
21392,0.4,Very Good,E,VVS2,63.0,55.0,4.72,4.74,2.98,2022
21393,0.43,Very Good,I,VVS2,62.8,58.0,4.8,4.82,3.02,2022
21394,0.4,Very Good,D,VS2,63.2,57.0,4.66,4.71,2.96,2022
21395,0.4,Very Good,D,VS2,63.6,55.0,4.68,4.72,2.99,2022
21396,0.4,Very Good,D,VS2,59.3,58.0,4.8,4.85,2.86,2022
21397,0.4,Very Good,D,VS2,63.5,57.0,4.62,4.67,2.95,2022
21398,0.3,Ideal,G,VVS2,61.8,57.0,4.31,4.33,2.67,2022
21399,0.43,Ideal,H,VS1,61.2,56.0,4.87,4.9,2.99,2022
21400,0.33,Ideal,E,VS1,62.3,56.0,4.41,4.45,2.75,2022
21401,0.33,Ideal,E,VS1,60.9,57.0,4.47,4.5,2.73,2022
21402,0.3,Ideal,G,IF,61.7,53.0,4.33,4.36,2.68,2022
21403,0.3,Ideal,G,IF,62.2,56.0,4.26,4.29,2.66,2022
21404,0.44,Very Good,D,VS2,62.8,58.0,4.79,4.86,3.03,2022
21405,0.46,Ideal,J,VS1,62.6,53.9,4.92,4.95,3.09,2022
21406,0.46,Ideal,F,SI2,62.1,54.7,4.95,4.98,3.08,2022
21407,0.36,Very Good,D,SI1,63.4,57.0,4.57,4.55,2.89,2022
21408,0.36,Premium,D,SI1,60.1,57.0,4.66,4.62,2.79,2022
21409,0.36,Ideal,D,SI1,62.1,56.0,4.58,4.53,2.83,2022
21410,0.42,Ideal,F,SI2,62.1,56.0,4.83,4.8,2.99,2022
21411,0.36,Ideal,D,SI1,60.3,56.0,4.65,4.61,2.79,2022
21412,0.36,Premium,D,SI1,60.4,58.0,4.64,4.6,2.79,2022
21413,0.36,Premium,D,SI1,61.4,58.0,4.59,4.56,2.81,2022
21414,0.36,Ideal,D,SI1,61.5,56.0,4.64,4.56,2.83,2022
21415,0.36,Ideal,D,SI1,62.0,56.0,4.61,4.55,2.84,2022
21416,0.36,Ideal,D,SI1,61.6,56.0,4.58,4.54,2.81,2022
21417,0.36,Ideal,D,SI1,62.7,57.0,4.59,4.54,2.86,2022
21418,0.36,Ideal,D,SI1,62.7,57.0,4.59,4.54,2.86,2022
21419,0.5,Premium,F,I1,61.9,58.0,5.15,5.05,3.15,2022
21420,0.3,Premium,E,VS1,60.6,62.0,4.3,4.28,2.6,2022
21421,0.45,Very Good,E,SI1,62.8,58.0,4.84,4.88,3.05,2022
21422,0.36,Ideal,E,VS1,62.4,55.0,4.59,4.61,2.87,2022
21423,0.36,Ideal,D,VS2,61.0,56.0,4.59,4.63,2.81,2022
21424,0.34,Ideal,H,VVS2,61.1,56.0,4.52,4.55,2.77,2022
21425,0.34,Ideal,H,VVS2,61.4,56.0,4.48,4.51,2.76,2022
21426,0.36,Ideal,E,VS1,61.7,56.0,4.56,4.58,2.82,2022
21427,0.36,Ideal,E,VS1,62.0,56.0,4.57,4.59,2.84,2022
21428,0.36,Ideal,E,VS1,61.6,57.0,4.54,4.58,2.81,2022
21429,0.36,Premium,E,VS1,60.4,58.0,4.64,4.67,2.81,2022
21430,0.36,Premium,D,VS2,60.5,58.0,4.6,4.63,2.79,2022
21431,0.41,Very Good,F,SI1,63.4,58.0,4.75,4.68,2.99,2022
21432,0.43,Ideal,I,SI1,60.9,57.0,4.88,4.9,2.98,2022
21433,0.45,Ideal,G,SI1,62.0,54.0,4.95,4.98,3.08,2022
21434,0.36,Ideal,I,IF,60.8,57.0,4.6,4.64,2.81,2022
21435,0.36,Premium,E,VS1,61.3,58.0,4.56,4.58,2.8,2022
21436,0.36,Premium,D,VS2,61.0,58.0,4.59,4.62,2.81,2022
21437,0.43,Very Good,G,VS2,62.4,56.0,4.84,4.87,3.02,2022
21438,0.36,Ideal,D,VS2,61.6,56.0,4.55,4.57,2.81,2022
21439,0.38,Very Good,G,VVS2,61.5,57.0,4.66,4.68,2.87,2022
21440,0.4,Very Good,G,VS1,60.0,56.0,4.81,4.85,2.9,2022
21441,0.39,Ideal,H,VVS2,61.4,56.1,4.7,4.73,2.89,2022
21442,0.39,Ideal,H,VVS2,62.1,54.3,4.63,4.69,2.9,2022
21443,0.33,Premium,G,IF,59.4,59.0,4.49,4.54,2.68,2022
21444,0.36,Ideal,F,VVS2,60.4,58.0,4.61,4.66,2.8,2022
21445,0.35,Ideal,G,VVS1,61.8,54.5,4.54,4.58,2.82,2022
21446,0.31,Ideal,E,VVS1,59.7,60.0,4.41,4.43,2.64,2022
21447,0.31,Ideal,E,VVS1,61.5,56.0,4.34,4.37,2.68,2022
21448,0.31,Ideal,E,VVS1,61.7,56.0,4.38,4.4,2.71,2022
21449,0.31,Ideal,E,VVS1,62.1,55.0,4.34,4.36,2.7,2022
21450,0.31,Ideal,E,VVS1,62.5,54.0,4.33,4.37,2.72,2022
21451,0.38,Ideal,E,VS2,62.0,56.0,4.62,4.66,2.88,2022
21452,0.38,Ideal,E,VS2,61.7,54.3,4.68,4.69,2.89,2022
21453,0.39,Ideal,G,VS1,62.2,54.3,4.66,4.69,2.91,2022
21454,0.31,Ideal,G,IF,61.6,54.0,4.36,4.4,2.7,2022
21455,0.31,Ideal,G,IF,60.5,61.0,4.39,4.4,2.66,2022
21456,0.35,Ideal,F,VS1,62.4,55.0,4.52,4.49,2.81,2022
21457,0.42,Very Good,G,VS2,62.1,55.0,4.8,4.83,2.99,2022
21458,0.47,Very Good,J,VS1,63.0,60.0,4.92,4.95,3.11,2022
21459,0.32,Ideal,D,VVS2,59.9,59.0,4.45,4.46,2.67,2022
21460,0.4,Ideal,I,VVS1,62.3,56.0,4.67,4.7,2.92,2022
21461,0.32,Ideal,F,VVS1,60.4,57.0,4.41,4.43,2.67,2022
21462,0.33,Ideal,F,VVS1,61.1,55.0,4.48,4.52,2.75,2022
21463,0.3,Ideal,F,VVS1,62.0,54.2,4.31,4.33,2.68,2022
21464,0.32,Ideal,F,VVS1,61.6,55.0,4.4,4.43,2.72,2022
21465,0.32,Ideal,F,VVS1,62.3,55.0,4.37,4.4,2.73,2022
21466,0.32,Ideal,F,VVS1,61.6,55.0,4.42,4.44,2.73,2022
21467,0.4,Ideal,E,VS2,62.1,54.0,4.72,4.75,2.94,2022
21468,0.33,Ideal,F,VS2,60.5,55.0,4.55,4.47,2.73,2022
21469,0.33,Premium,F,VS2,62.2,58.0,4.44,4.43,2.76,2022
21470,0.33,Ideal,H,VVS2,60.9,57.0,4.52,4.48,2.74,2022
21471,0.33,Ideal,H,VVS2,62.2,56.0,4.46,4.44,2.77,2022
21472,0.33,Ideal,H,VVS2,62.2,54.0,4.46,4.44,2.77,2022
21473,0.33,Ideal,H,VVS2,61.7,56.0,4.44,4.41,2.73,2022
21474,0.33,Ideal,H,VVS2,61.9,57.0,4.44,4.41,2.74,2022
21475,0.33,Premium,H,VVS2,62.4,60.0,4.42,4.39,2.75,2022
21476,0.33,Ideal,G,VS1,62.1,54.0,4.47,4.45,2.77,2022
21477,0.33,Ideal,G,VS1,60.1,55.0,4.55,4.5,2.72,2022
21478,0.33,Premium,G,VS1,59.2,59.0,4.54,4.51,2.68,2022
21479,0.33,Ideal,G,VS1,62.1,55.0,4.46,4.43,2.76,2022
21480,0.33,Premium,G,VS1,61.4,59.0,4.49,4.43,2.74,2022
21481,0.33,Ideal,G,VS1,61.7,56.0,4.47,4.44,2.75,2022
21482,0.33,Ideal,G,VS1,61.4,55.0,4.48,4.44,2.74,2022
21483,0.33,Ideal,G,VS1,61.9,56.0,4.48,4.44,2.76,2022
21484,0.33,Premium,G,VS1,61.3,58.0,4.46,4.42,2.72,2022
21485,0.33,Premium,G,VS1,61.6,60.0,4.46,4.41,2.73,2022
21486,0.33,Premium,G,VS1,62.4,59.0,4.47,4.41,2.77,2022
21487,0.33,Premium,G,VS1,62.3,58.0,4.45,4.41,2.76,2022
21488,0.33,Ideal,G,VS1,61.9,55.0,4.44,4.41,2.74,2022
21489,0.33,Ideal,G,VS1,61.6,57.0,4.45,4.41,2.73,2022
21490,0.33,Premium,G,VS1,61.8,59.0,4.45,4.39,2.73,2022
21491,0.33,Premium,G,VS1,62.2,58.0,4.42,4.39,2.74,2022
21492,0.33,Premium,G,VS1,62.0,59.0,4.42,4.36,2.72,2022
21493,0.33,Premium,G,VS1,62.8,58.0,4.41,4.38,2.76,2022
21494,0.33,Ideal,G,VS1,62.3,57.0,4.42,4.38,2.74,2022
21495,0.33,Ideal,G,VS1,62.9,57.0,4.43,4.38,2.77,2022
21496,0.33,Premium,F,VS2,61.2,58.0,4.5,4.45,2.74,2022
21497,0.33,Ideal,F,VS2,61.2,54.0,4.49,4.47,2.74,2022
21498,0.33,Premium,F,VS2,60.8,58.0,4.47,4.44,2.71,2022
21499,0.33,Ideal,F,VS2,62.1,55.0,4.47,4.45,2.77,2022
21500,0.33,Ideal,F,VS2,61.9,55.0,4.46,4.43,2.75,2022
21501,0.33,Ideal,F,VS2,62.1,54.0,4.46,4.43,2.76,2022
21502,0.33,Ideal,F,VS2,62.3,55.0,4.47,4.42,2.77,2022
21503,0.33,Ideal,F,VS2,62.6,55.0,4.42,4.4,2.76,2022
21504,0.33,Ideal,F,VS2,62.3,56.0,4.45,4.41,2.76,2022
21505,0.33,Premium,F,VS2,62.4,57.0,4.43,4.39,2.75,2022
21506,0.34,Premium,F,VS2,59.8,59.0,4.55,4.51,2.71,2022
21507,0.39,Premium,G,SI1,61.7,57.0,4.77,4.7,2.92,2022
21508,0.33,Premium,F,VS2,62.1,59.0,4.45,4.4,2.75,2022
21509,0.33,Ideal,F,VS2,61.6,55.0,4.48,4.45,2.75,2022
21510,0.33,Ideal,D,VS2,62.3,54.0,4.46,4.43,2.77,2022
21511,0.39,Premium,G,VS1,62.6,58.0,4.66,4.7,2.93,2022
21512,0.4,Ideal,G,SI1,61.0,55.0,4.76,4.81,2.92,2022
21513,0.5,Good,I,SI2,65.3,56.0,4.91,5.01,3.24,2022
21514,0.38,Premium,G,SI1,59.5,62.0,4.71,4.67,2.79,2022
21515,0.38,Premium,G,SI1,62.4,59.0,4.64,4.59,2.88,2022
21516,0.4,Premium,D,SI2,60.0,58.0,4.84,4.8,2.89,2022
21517,0.4,Good,I,VS2,63.8,54.0,4.72,4.68,3.0,2022
21518,0.4,Premium,H,SI1,62.8,59.0,4.69,4.67,2.94,2022
21519,0.4,Premium,H,SI1,62.1,62.0,4.73,4.7,2.93,2022
21520,0.4,Premium,E,SI2,62.9,58.0,4.74,4.7,2.97,2022
21521,0.4,Premium,E,SI2,61.4,59.0,4.75,4.7,2.9,2022
21522,0.4,Very Good,E,SI2,63.2,57.0,4.68,4.66,2.95,2022
21523,0.4,Premium,E,SI2,62.9,59.0,4.69,4.66,2.94,2022
21524,0.4,Premium,E,SI2,61.4,57.0,4.74,4.68,2.89,2022
21525,0.4,Premium,D,SI2,61.1,58.0,4.76,4.73,2.9,2022
21526,0.4,Premium,D,SI2,60.4,59.0,4.83,4.8,2.91,2022
21527,0.4,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,2022
21528,0.4,Premium,D,SI2,62.2,58.0,4.75,4.71,2.94,2022
21529,0.4,Premium,D,SI2,61.7,58.0,4.74,4.69,2.91,2022
21530,0.4,Premium,D,SI2,62.1,60.0,4.75,4.69,2.93,2022
21531,0.4,Ideal,D,SI2,62.8,56.0,4.73,4.7,2.96,2022
21532,0.38,Premium,G,SI1,61.4,61.0,4.66,4.62,2.85,2022
21533,0.38,Ideal,G,SI1,62.4,57.0,4.65,4.62,2.89,2022
21534,0.38,Ideal,G,SI1,60.9,56.0,4.71,4.68,2.86,2022
21535,0.46,Fair,I,VS2,66.8,55.0,4.82,4.77,3.2,2022
21536,0.4,Ideal,H,SI1,62.9,56.0,4.7,4.65,2.94,2022
21537,0.53,Ideal,J,SI2,61.9,54.0,5.2,5.23,3.23,2022
21538,0.3,Ideal,F,VVS1,62.3,56.0,4.3,4.34,2.69,2022
21539,0.3,Ideal,F,VVS1,62.6,56.0,4.26,4.29,2.67,2022
21540,0.3,Ideal,H,SI1,62.1,56.0,4.3,4.32,2.67,2022
21541,0.31,Premium,J,SI1,61.9,59.0,4.32,4.28,2.66,2022
21542,0.31,Premium,J,SI1,60.9,60.0,4.38,4.36,2.66,2022
21543,0.31,Premium,J,SI1,62.7,59.0,4.32,4.29,2.7,2022
21544,0.29,Very Good,H,VVS2,62.2,54.0,4.23,4.26,2.64,2022
21545,0.32,Ideal,I,VS2,62.3,55.0,4.39,4.41,2.74,2022
21546,0.32,Ideal,I,VS2,62.0,53.0,4.42,4.45,2.75,2022
21547,0.25,Very Good,H,VVS2,63.3,54.0,3.98,4.02,2.52,2022
21548,0.25,Very Good,H,VVS1,61.6,56.0,4.07,4.1,2.51,2022
21549,0.28,Ideal,H,VS2,61.9,55.0,4.2,4.23,2.61,2022
21550,0.41,Good,G,I1,63.8,56.0,4.7,4.74,3.01,2022
21551,0.3,Premium,E,SI2,61.5,62.0,4.31,4.28,2.64,2022
21552,0.32,Good,D,I1,64.0,54.0,4.36,4.33,2.78,2022
21553,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,2022
21554,0.23,Very Good,F,VVS2,58.1,63.0,4.04,4.08,2.36,2022
21555,0.26,Very Good,H,VVS1,62.5,58.0,4.08,4.11,2.56,2022
21556,0.26,Premium,H,VVS1,59.8,59.0,4.12,4.17,2.48,2022
21557,0.26,Good,H,VVS2,63.3,58.0,4.04,4.08,2.57,2022
21558,0.3,Ideal,F,VVS1,61.8,55.0,4.32,4.35,2.68,2022
21559,0.3,Ideal,F,VVS1,62.2,53.0,4.3,4.32,2.68,2022
21560,0.3,Ideal,F,VVS1,61.8,54.0,4.34,4.36,2.69,2022
21561,0.39,Ideal,G,VS2,62.5,54.0,4.67,4.7,2.93,2022
21562,0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,2022
21563,0.3,Very Good,F,VVS1,58.1,61.0,4.39,4.42,2.56,2022
21564,0.4,Very Good,E,VS2,62.9,59.0,4.7,4.75,2.97,2022
21565,0.34,Ideal,F,VVS1,61.1,57.0,4.55,4.58,2.79,2022
21566,0.36,Good,F,VVS1,62.4,63.0,4.46,4.51,2.8,2022
21567,0.29,Ideal,E,VVS2,62.0,55.0,4.27,4.25,2.64,2022
21568,0.29,Ideal,F,VVS1,60.9,57.0,4.32,4.29,2.62,2022
21569,0.43,Ideal,H,SI1,62.1,57.0,4.83,4.77,2.98,2022
21570,0.43,Very Good,E,SI2,63.4,57.0,4.82,4.77,3.04,2022
21571,0.43,Good,E,SI2,63.6,55.0,4.83,4.8,3.06,2022
21572,0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04,2022
21573,0.43,Very Good,D,SI2,63.3,57.0,4.82,4.79,3.04,2022
21574,0.43,Very Good,D,SI2,63.1,59.0,4.81,4.8,3.03,2022
21575,0.46,Very Good,F,SI2,61.6,55.0,4.98,5.02,3.08,2022
21576,0.35,Very Good,G,VVS1,61.8,57.0,4.5,4.53,2.79,2022
21577,0.35,Ideal,H,IF,61.7,54.0,4.53,4.55,2.8,2022
21578,0.36,Premium,E,VVS2,61.7,59.0,4.52,4.56,2.8,2022
21579,0.32,Ideal,E,VVS1,60.7,55.0,4.42,4.45,2.69,2022
21580,0.39,Premium,F,SI1,61.3,62.0,4.71,4.68,2.88,2022
21581,0.39,Premium,E,SI1,59.1,59.0,4.81,4.76,2.83,2022
21582,0.3,Very Good,E,VVS1,62.1,57.0,4.27,4.3,2.66,2022
21583,0.3,Very Good,E,VVS1,62.6,56.0,4.26,4.27,2.67,2022
21584,0.42,Ideal,I,VVS2,62.8,54.0,4.78,4.8,3.01,2022
21585,0.3,Ideal,E,VVS1,62.2,57.0,4.28,4.31,2.67,2022
21586,0.3,Ideal,E,VVS1,62.1,57.0,4.27,4.3,2.66,2022
21587,0.3,Ideal,E,VVS1,62.5,56.0,4.28,4.3,2.68,2022
21588,0.3,Ideal,E,VVS1,62.3,55.0,4.31,4.32,2.69,2022
21589,0.36,Ideal,F,VS1,60.1,56.0,4.65,4.69,2.8,2022
21590,0.35,Ideal,D,VS1,60.1,57.0,4.58,4.61,2.76,2022
21591,0.33,Ideal,I,IF,61.2,56.0,4.46,4.49,2.74,2022
21592,0.42,Premium,D,SI2,62.0,59.0,4.83,4.78,2.98,2022
21593,0.34,Premium,H,VVS1,61.2,58.0,4.51,4.48,2.75,2022
21594,0.31,Ideal,D,VS1,62.0,57.0,4.35,4.33,2.69,2022
21595,0.37,Very Good,F,VS1,58.6,65.0,4.68,4.71,2.75,2022
21596,0.41,Very Good,F,VS2,62.8,57.0,4.73,4.76,2.98,2022
21597,0.41,Good,F,VS2,63.2,57.0,4.74,4.76,3.0,2022
21598,0.41,Ideal,F,VS2,62.6,57.0,4.76,4.79,2.99,2022
21599,0.41,Premium,F,VS2,60.3,58.0,4.8,4.85,2.91,2022
21600,0.41,Ideal,E,VS1,62.3,53.0,4.74,4.76,2.96,2022
21601,0.41,Premium,F,VS2,61.6,59.0,4.74,4.77,2.93,2022
21602,0.41,Premium,F,VS2,61.3,58.0,4.79,4.84,2.95,2022
21603,0.41,Ideal,F,VS2,62.7,57.0,4.73,4.78,2.98,2022
21604,0.41,Ideal,F,VS2,60.8,56.0,4.8,4.81,2.92,2022
21605,0.41,Ideal,F,VS2,60.0,56.0,4.82,4.88,2.91,2022
21606,0.41,Very Good,F,VS2,62.4,56.0,4.75,4.77,2.97,2022
21607,0.41,Ideal,F,VS2,61.8,57.0,4.75,4.79,2.95,2022
21608,0.41,Ideal,F,VS2,61.9,56.0,4.74,4.76,2.94,2022
21609,0.41,Ideal,F,VS2,62.1,56.0,4.74,4.79,2.96,2022
21610,0.41,Very Good,F,VS2,62.6,58.0,4.75,4.81,2.99,2022
21611,0.41,Very Good,I,VVS1,59.8,61.0,4.79,4.84,2.88,2022
21612,0.41,Very Good,I,VVS1,61.9,57.0,4.78,4.82,2.97,2022
21613,0.41,Very Good,F,VS2,61.1,56.0,4.79,4.84,2.94,2022
21614,0.41,Ideal,I,VVS1,61.3,56.0,4.8,4.85,2.96,2022
21615,0.41,Ideal,F,VS2,62.7,56.0,4.72,4.78,2.98,2022
21616,0.41,Very Good,F,VS2,62.6,57.0,4.71,4.74,2.96,2022
21617,0.41,Ideal,F,VS2,61.8,57.0,4.73,4.78,2.94,2022
21618,0.34,Ideal,G,VVS1,61.3,55.0,4.54,4.56,2.79,2022
21619,0.34,Ideal,G,VVS1,61.9,54.0,4.49,4.52,2.79,2022
21620,0.34,Ideal,G,VVS1,62.1,53.0,4.49,4.53,2.8,2022
21621,0.34,Ideal,G,VVS1,61.7,56.0,4.5,4.55,2.79,2022
21622,0.31,Ideal,E,VVS1,61.1,56.0,4.36,4.38,2.67,2022
21623,0.36,Ideal,E,VS1,62.0,54.2,4.55,4.58,2.83,2022
21624,0.34,Ideal,H,IF,61.6,54.0,4.49,4.53,2.78,2022
21625,0.34,Ideal,H,IF,61.7,56.0,4.5,4.51,2.78,2022
21626,0.34,Ideal,H,IF,61.7,55.0,4.5,4.54,2.79,2022
21627,0.3,Ideal,G,IF,61.5,55.0,4.33,4.35,2.67,2022
21628,0.3,Ideal,G,IF,61.6,53.0,4.32,4.35,2.67,2022
21629,0.3,Ideal,G,IF,62.3,56.0,4.31,4.32,2.69,2022
21630,0.3,Ideal,G,IF,61.9,57.0,4.27,4.29,2.65,2022
21631,0.3,Ideal,G,IF,62.4,54.0,4.31,4.34,2.7,2022
21632,0.3,Ideal,G,IF,60.7,57.0,4.34,4.39,2.65,2022
21633,0.3,Ideal,G,IF,62.0,55.0,4.33,4.35,2.69,2022
21634,0.3,Ideal,G,IF,61.2,57.0,4.35,4.38,2.67,2022
21635,0.3,Ideal,G,IF,62.1,55.0,4.32,4.34,2.69,2022
21636,0.3,Ideal,G,IF,60.9,58.0,4.32,4.35,2.64,2022
21637,0.3,Ideal,G,IF,61.8,55.0,4.32,4.36,2.68,2022
21638,0.3,Ideal,G,IF,62.3,54.0,4.32,4.35,2.7,2022
21639,0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,2022
21640,0.3,Ideal,G,IF,61.5,56.0,4.32,4.36,2.67,2022
21641,0.3,Ideal,G,IF,62.3,56.0,4.29,4.32,2.68,2022
21642,0.3,Ideal,G,IF,61.4,57.0,4.3,4.33,2.65,2022
21643,0.3,Ideal,G,IF,62.2,55.0,4.31,4.34,2.69,2022
21644,0.3,Ideal,G,IF,60.9,57.0,4.35,4.39,2.66,2022
21645,0.3,Ideal,G,IF,62.1,53.0,4.3,4.33,2.68,2022
21646,0.3,Ideal,G,IF,62.5,54.0,4.31,4.33,2.7,2022
21647,0.3,Ideal,G,IF,62.3,55.0,4.3,4.33,2.69,2022
21648,0.3,Ideal,G,IF,61.0,57.0,4.31,4.34,2.64,2022
21649,0.5,Premium,G,SI2,62.4,61.0,5.02,4.98,3.12,2022
21650,0.36,Ideal,E,VS2,61.1,57.0,4.61,4.56,2.8,2022
21651,0.32,Ideal,E,VVS2,61.5,55.0,4.41,4.44,2.72,2022
21652,0.31,Ideal,E,VVS2,60.9,55.0,4.42,4.45,2.7,2022
21653,0.31,Ideal,E,VVS2,62.0,54.0,4.38,4.39,2.72,2022
21654,0.31,Ideal,E,VVS2,61.1,56.0,4.38,4.39,2.68,2022
21655,0.31,Ideal,E,VVS2,60.2,57.0,4.39,4.41,2.65,2022
21656,0.31,Ideal,E,VVS2,62.0,54.0,4.33,4.35,2.69,2022
21657,0.31,Ideal,E,VVS2,61.8,54.0,4.34,4.36,2.69,2022
21658,0.46,Ideal,G,SI2,62.2,53.0,4.95,4.98,3.09,2022
21659,0.4,Premium,G,SI1,61.7,61.0,4.68,4.63,2.87,2022
21660,0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,2022
21661,0.32,Ideal,I,IF,60.8,54.0,4.47,4.44,2.71,2022
21662,0.32,Premium,I,IF,61.9,59.0,4.39,4.37,2.71,2022
21663,0.32,Ideal,I,IF,62.2,57.0,4.37,4.35,2.71,2022
21664,0.4,Premium,F,SI2,59.6,58.0,4.85,4.81,2.88,2022
21665,0.36,Very Good,H,IF,62.3,56.0,4.55,4.58,2.85,2022
21666,0.36,Very Good,H,IF,61.6,56.0,4.57,4.62,2.83,2022
21667,0.36,Very Good,H,IF,60.8,57.0,4.58,4.6,2.79,2022
21668,0.34,Ideal,D,VS1,60.9,56.0,4.51,4.56,2.76,2022
21669,0.42,Ideal,I,VVS1,60.5,57.0,4.84,4.88,2.94,2022
21670,0.31,Ideal,E,VVS1,61.1,56.0,4.38,4.42,2.69,2022
21671,0.31,Ideal,E,VVS1,61.5,56.0,4.36,4.39,2.69,2022
